"Name","State","N","CUTOFF","ARCH","FM","SEED","test/dft-test-fm/forces_mae","test/dft-test/forces_mae","test/valid/forces_mae","test/dft-test-fm/per_atom_energy_mae"
"MP03b-PaiNN-L-1000","finished","1000","4.5","PaiNN-L","MP03b","1","0.04132402315735817","0.047790028154850006","0.08066893368959427","0.0022628153674304485"
"MP03b-PaiNN-XL-333","finished","333","4.5","PaiNN-XL","MP03b","1","0.04925049468874931","0.05469595268368721","0.08613137155771255","0.0030835154466331005"
"MP03b-PaiNN-XL-333","finished","333","4.5","PaiNN-XL","MP03b","2","0.04718128964304924","0.05273314565420151","0.0770731195807457","0.0016844188794493675"
"MP03b-PaiNN-L-333","finished","333","4.5","PaiNN-L","MP03b","3","0.04859675467014313","0.05390769988298416","0.080612413585186","0.0016015184810385108"
"MP03b-PaiNN-S-333","finished","333","4.5","PaiNN-S","MP03b","3","0.055653005838394165","0.06000567227602005","0.08715929836034775","0.0011923967394977808"
"MP03b-PaiNN-S-333","finished","333","4.5","PaiNN-S","MP03b","2","0.055245984345674515","0.05965562537312507","0.08225830644369125","0.0011769256088882685"
"MP03b-PaiNN-L-333","finished","333","4.5","PaiNN-L","MP03b","2","0.04802270233631134","0.05329110100865364","0.07654627412557602","0.0010677088284865022"
"MP03b-PaiNN-L-333","finished","333","4.5","PaiNN-L","MP03b","1","0.04807382449507713","0.053135644644498825","0.08421069383621216","0.001851842156611383"
"MP03b-PaiNN-S-333","finished","333","4.5","PaiNN-S","MP03b","1","0.05559598281979561","0.05985703691840172","0.09132932871580124","0.001191504648886621"
"MP03b-PaiNN-L-100","finished","100","4.5","PaiNN-L","MP03b","2","0.0684492215514183","0.07248366624116898","0.11775606125593184","0.002593603916466236"
"MP03b-PaiNN-XL-100","finished","100","4.5","PaiNN-XL","MP03b","3","0.0626755952835083","0.06703247874975204","0.10891196876764296","0.0017099480610340834"
"MP03b-PaiNN-S-100","finished","100","4.5","PaiNN-S","MP03b","3","0.07626204937696457","0.08007863909006119","0.12085838615894318","0.0030460976995527744"
"MP03b-PaiNN-L-100","finished","100","4.5","PaiNN-L","MP03b","3","0.06575434654951096","0.06996750086545944","0.11287003755569458","0.0025329384952783585"
"MP03b-PaiNN-L-100","finished","100","4.5","PaiNN-L","MP03b","1","0.07382281869649887","0.07747887074947357","0.1306856870651245","0.004979015327990055"
"MP03b-PaiNN-S-100","finished","100","4.5","PaiNN-S","MP03b","2","0.07556314021348953","0.07911521196365356","0.1209583654999733","0.004086839500814676"
"MP03b-PaiNN-XL-100","finished","100","4.5","PaiNN-XL","MP03b","2","0.06342194974422455","0.0677245706319809","0.11160489171743392","0.0030293604359030724"
"MP03b-PaiNN-XL-100","finished","100","4.5","PaiNN-XL","MP03b","1","0.06555508822202682","0.06972603499889374","0.12666180729866028","0.0034295590594410896"
"MP03b-PaiNN-S-100","finished","100","4.5","PaiNN-S","MP03b","1","0.08015913516283035","0.08365651220083237","0.13987554609775543","0.005216400604695082"
"MP03b-n1-PaiNN-10000","finished","10000","4.5","PaiNN","MP03b-n1","3","0.025518130511045456","0.09015921503305437","0.045504163950681686","0.0005155192338861525"
"MP03b-n1-PaiNN-10000","finished","10000","4.5","PaiNN","MP03b-n1","2","0.026278670877218246","0.0909886360168457","0.045520927757024765","0.0005011821049265563"
"MP03b-n5-PaiNN-10000","finished","10000","4.5","PaiNN","MP03b-n5","1","0.02978394739329815","0.05534375086426735","0.05444832518696785","0.0005935902590863407"
"MP03b-n5-PaiNN-10000","finished","10000","4.5","PaiNN","MP03b-n5","2","0.030414391309022903","0.05522403120994568","0.05488210171461105","0.000510614481754601"
"MP03b-n5-PaiNN-10000","finished","10000","4.5","PaiNN","MP03b-n5","3","0.02968958392739296","0.0548735186457634","0.05451759696006775","0.0005102560389786959"
"MP03b-n1-PaiNN-10000","finished","10000","4.5","PaiNN","MP03b-n1","1","0.02606946788728237","0.09094224870204926","0.04589574784040451","0.0005286162486299872"
"MP03b-PaiNN-3333","finished","3333","5.5","PaiNN","MP03b","1","0.03133160248398781","0.03925163671374321","0.05859934911131859","0.0005610188818536699"
"MP03b-PaiNN-1000","finished","1000","5.5","PaiNN","MP03b","1","0.03962908312678337","0.0456269308924675","0.07655595988035202","0.0007304641767404974"
"MP03b-n1-PaiNN-3333","crashed","3333","4.5","PaiNN","MP03b-n1","3","","","",""
"MP03b-n5-PaiNN-3333","finished","3333","4.5","PaiNN","MP03b-n5","3","0.03194519132375717","0.05614113062620163","0.05588294193148613","0.0005973363295197487"
"MP03b-PaiNN-333","finished","333","5.5","PaiNN","MP03b","1","0.0460558645427227","0.05107429623603821","0.08097562938928604","0.0011139733251184225"
"MP03b-PaiNN-100","finished","100","5.5","PaiNN","MP03b","1","0.06811463087797165","0.07148749381303787","0.12522269785404205","0.003672586986795068"
"MP03b-n1-PaiNN-3333","finished","3333","4.5","PaiNN","MP03b-n1","2","0.02688441425561905","0.09149881452322006","0.04556694999337197","0.0005476162186823785"
"MP03b-n5-PaiNN-3333","finished","3333","4.5","PaiNN","MP03b-n5","2","0.03206333518028259","0.05630313605070114","0.055383846163749695","0.0005610777880065143"
"MP03b-n1-PaiNN-1000","finished","1000","4.5","PaiNN","MP03b-n1","3","0.032882511615753174","0.09381692111492156","0.059235040098428726","0.0007632909109815955"
"MP03b-n5-PaiNN-1000","finished","1000","4.5","PaiNN","MP03b-n5","3","0.03783527389168739","0.0591488853096962","0.07062365859746933","0.0006763695855624974"
"MP03b-n5-PaiNN-3333","finished","3333","4.5","PaiNN","MP03b-n5","1","0.032275453209877014","0.05590377002954483","0.05555726960301399","0.0006061844760552049"
"MP03b-n5-PaiNN-1000","finished","1000","4.5","PaiNN","MP03b-n5","2","0.03753028437495232","0.05916237086057663","0.0681801438331604","0.0006676580524072051"
"MP03b-n1-PaiNN-1000","finished","1000","4.5","PaiNN","MP03b-n1","2","0.0322505384683609","0.09362098574638368","0.05747838318347931","0.0006235821638256311"
"MP03b-n5-PaiNN-333","finished","333","4.5","PaiNN","MP03b-n5","3","0.045226164162158966","0.06479018181562424","0.0700816810131073","0.0008326748502440751"
"MP03b-PaiNN-3333","finished","3333","3.5","PaiNN","MP03b","1","0.04506603628396988","0.051353175193071365","0.0749647319316864","0.0012310647871345282"
"MP03b-n5-PaiNN-1000","finished","1000","4.5","PaiNN","MP03b-n5","1","0.03833482414484024","0.05931559577584267","0.06935521215200424","0.0008447049767710268"
"MP03b-n5-PaiNN-100","finished","100","4.5","PaiNN","MP03b-n5","3","0.06464055180549622","0.07926113903522491","0.10297207534313202","0.0020246217027306557"
"MP03b-n5-PaiNN-333","finished","333","4.5","PaiNN","MP03b-n5","2","0.045627109706401825","0.06460303068161011","0.06976313889026642","0.0009594512521289288"
"MP03b-n5-PaiNN-100","finished","100","4.5","PaiNN","MP03b-n5","2","0.0641574114561081","0.0786774605512619","0.10514456778764723","0.0014244880294427276"
"MP03b-PaiNN-1000","finished","1000","3.5","PaiNN","MP03b","1","0.05864906311035156","0.06363493949174881","0.09920275211334229","0.0021668991539627314"
"MP03b-n5-PaiNN-333","finished","333","4.5","PaiNN","MP03b-n5","1","0.04819590970873833","0.06590157002210617","0.07708315551280975","0.001271685934625566"
"MP03b-n1-PaiNN-333","finished","333","4.5","PaiNN","MP03b-n1","3","0.040260255336761475","0.09738397598266602","0.06029091775417328","0.0009290874586440624"
"MP03b-PaiNN-333","finished","333","3.5","PaiNN","MP03b","1","0.06471738964319229","0.06916279345750809","0.10246463865041731","0.002601131098344922"
"MP03b-n1-PaiNN-333","finished","333","4.5","PaiNN","MP03b-n1","2","0.03916551545262337","0.09742078185081482","0.05759785696864128","0.0008663582266308367"
"MP03b-n5-PaiNN-100","finished","100","4.5","PaiNN","MP03b-n5","1","0.05910712480545044","0.07587605714797974","0.10655348002910614","0.0013246466405689716"
"MP03b-PaiNN-100","finished","100","3.5","PaiNN","MP03b","1","0.08322536200284958","0.08671930432319641","0.13805466890335083","0.005597162991762161"
"MP03b-n1-PaiNN-100","finished","100","4.5","PaiNN","MP03b-n1","3","0.05117897316813469","0.10377940535545348","0.08208486437797546","0.0015822960995137691"
"MP03b-n1-PaiNN-100","finished","100","4.5","PaiNN","MP03b-n1","2","0.05171089991927147","0.10573486238718031","0.08454567193984985","0.001306859077885747"
"MP03b-n1-PaiNN-3333","finished","3333","4.5","PaiNN","MP03b-n1","1","0.027736805379390717","0.09209683537483215","0.04638519138097763","0.0005619301809929311"
"MP03b-n1-PaiNN-1000","finished","1000","4.5","PaiNN","MP03b-n1","1","0.033216409385204315","0.0943070501089096","0.05860328674316406","0.000890193332452327"
"MP03b-n1-PaiNN-333","finished","333","4.5","PaiNN","MP03b-n1","1","0.03952734172344208","0.0974886193871498","0.06260943412780762","0.0008431426831521094"
"MP03b-n1-PaiNN-100","finished","100","4.5","PaiNN","MP03b-n1","1","0.05516081675887108","0.10778368264436722","0.09781840443611144","0.0017526374431326983"
"MP03b-PaiNN-3333","finished","3333","5.5","PaiNN","MP03b","1","","","",""
"MP03b-PaiNN-1000","finished","1000","5.5","PaiNN","MP03b","1","0.04023720324039459","0.04620245099067688","0.07846564054489136","0.0008025846909731627"
"MP03b-PaiNN-333","finished","333","5.5","PaiNN","MP03b","1","0.047119781374931335","0.052012521773576736","0.08254506438970566","0.0009928137296810746"
"MP03b-SchNet-10000","finished","10000","4.5","SchNet","MP03b","3","0.08334282040596008","0.08701105415821075","0.1332979053258896","0.00216796062886715"
"MP03b-PaiNN-100","finished","100","5.5","PaiNN","MP03b","1","0.06746987253427505","0.07115477323532104","0.1255021095275879","0.002522918162867427"
"MP03b-PaiNN-3333","finished","3333","3.5","PaiNN","MP03b","1","0.04490822181105614","0.05113793909549713","0.07499613612890244","0.001081387046724558"
"MP03b-PaiNN-1000","finished","1000","3.5","PaiNN","MP03b","1","0.06076432019472122","0.06561312079429626","0.10086419433355331","0.003409664612263441"
"MP03b-PaiNN-333","finished","333","3.5","PaiNN","MP03b","1","0.06336405128240585","0.06794953346252441","0.10099273920059204","0.0022241217084228992"
"MP03b-PaiNN-100","finished","100","3.5","PaiNN","MP03b","1","0.0857183188199997","0.0891890898346901","0.14467474818229675","0.00407197093591094"
"MP03b-SchNet-10000","finished","10000","4.5","SchNet","MP03b","2","0.08376503735780716","0.08750538527965546","0.13054916262626648","0.0021710151340812445"
"MP03b-SchNet-10000","finished","10000","4.5","SchNet","MP03b","1","0.08348549902439117","0.08723188936710358","0.1324712187051773","0.0022226828150451183"
"MP03b-PaiNN-10000","finished","10000","4.5","PaiNN","MP03b","3","0.03160303458571434","0.039390865713357925","0.06185849756002426","0.000540406268555671"
"MP03b-PaiNN-3333","finished","3333","2.5","PaiNN","MP03b","1","0.10096868872642516","0.10469020158052444","0.15731944143772125","0.007319621741771698"
"MP03b-PaiNN-1000","finished","1000","2.5","PaiNN","MP03b","1","0.11700168997049332","0.12035223096609116","0.18334969878196716","0.012505773454904556"
"MP03b-PaiNN-10000","finished","10000","4.5","PaiNN","MP03b","2","0.03078162483870983","0.03881777450442314","0.0597834512591362","0.0005089621990919113"
"MP03b-PaiNN-10000","crashed","10000","4.5","PaiNN","MP03b","1","","","",""
"MP03b-PaiNN-333","finished","333","2.5","PaiNN","MP03b","1","0.12049927562475204","0.12361981719732285","0.1781785786151886","0.013268130831420422"
"MP03b-PaiNN-100","finished","100","2.5","PaiNN","MP03b","1","0.13863413035869598","0.14145903289318085","0.20992286503314972","0.023124467581510544"
"MP03b-SchNet-3333","finished","3333","4.5","SchNet","MP03b","3","0.08669508993625641","0.09014882892370224","0.13401593267917633","0.0022923359647393227"
"MP03b-SchNet-3333","finished","3333","4.5","SchNet","MP03b","2","0.08666881173849106","0.09017088264226912","0.13320110738277435","0.0022677581291645765"
"MP03b-SchNet-1000","finished","1000","4.5","SchNet","MP03b","3","0.09212156385183334","0.09547293186187744","0.1580740064382553","0.002497597597539425"
"MP03b-SchNet-1000","finished","1000","4.5","SchNet","MP03b","2","0.09190285950899124","0.09516729414463045","0.1548498570919037","0.0023324189241975546"
"MP03b-SchNet-333","finished","333","4.5","SchNet","MP03b","3","0.09976022690534592","0.1027035042643547","0.1507224440574646","0.002895405283197761"
"MP03b-SchNet-333","finished","333","4.5","SchNet","MP03b","2","0.09920411556959152","0.10226882994174956","0.14497296512126925","0.003013343084603548"
"MP03b-SchNet-100","finished","100","4.5","SchNet","MP03b","2","0.117941752076149","0.12082086503505708","0.1880958378314972","0.006246483884751797"
"MP03b-SchNet-100","finished","100","4.5","SchNet","MP03b","3","0.11838655173778534","0.12126743793487547","0.18120376765727997","0.004816714208573103"
"MP03b-SchNet-3333","finished","3333","4.5","SchNet","MP03b","1","0.08653765916824341","0.09002351015806198","0.13276486098766327","0.0021969929803162813"
"MP03b-PaiNN-3333","finished","3333","4.5","PaiNN","MP03b","2","0.03305917605757713","0.04045788943767547","0.06143312156200409","0.00056987046264112"
"MP03b-PaiNN-3333","finished","3333","4.5","PaiNN","MP03b","3","0.033465925604104996","0.04085853695869446","0.062431104481220245","0.000679344404488802"
"MP03b-PaiNN-1000","finished","1000","4.5","PaiNN","MP03b","3","0.042014699429273605","0.04804178327322006","0.0817723497748375","0.003050604835152626"
"MP03b-SchNet-1000","finished","1000","4.5","SchNet","MP03b","1","0.09236333519220352","0.09552083909511566","0.15338633954524994","0.0023611215874552727"
"MP03b-SchNet-333","finished","333","4.5","SchNet","MP03b","1","0.10218530148267746","0.10512764006853104","0.1577613800764084","0.0031175275798887014"
"MP03b-PaiNN-333","finished","333","4.5","PaiNN","MP03b","3","0.0493268221616745","0.05446428433060646","0.08072102069854736","0.0011536396341398358"
"MP03b-SchNet-100","finished","100","4.5","SchNet","MP03b","1","0.11292508244514464","0.11548599600791933","0.1918047070503235","0.004144060891121626"
"MP03b-PaiNN-100","finished","100","4.5","PaiNN","MP03b","3","0.06719154864549637","0.07111174613237381","0.11206427216529846","0.0027261662762612104"
"MP03b-PaiNN-1000","finished","1000","4.5","PaiNN","MP03b","2","0.03961494192481041","0.04569260403513909","0.07726515084505081","0.0007253873627632856"
"MP03b-PaiNN-333","finished","333","4.5","PaiNN","MP03b","2","0.04923037067055702","0.05429033562541008","0.07778207957744598","0.0010343949543312192"
"MP03b-PaiNN-100","finished","100","4.5","PaiNN","MP03b","2","0.0714530423283577","0.0752175822854042","0.12104769051074982","0.0026657015550881624"
